state,lea_or_school_name,entity_type,nces_id,tool_class,vendor,product_name,scope,campus_names_if_public,data_collected_summary,pii_or_student_content,lockdown_or_law_enforcement_notify,human_verification,status,first_public_date,last_verified_at,sources,notes,districts_csv_match,host_lea_districts_csv_match
FL,Osceola County Public Schools,traditional_lea,1201470,classroom_genai,Savvy Writer,Savvy Writer,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2026-07-28,2026-09-14,https://osceola-schools.community.diligentoneplatform.com/document/cc819b61-956f-455f-9aba-1b60255b1383/|https://www.clickorlando.com/news/local/2026/08/13/ai-in-central-florida-classrooms-a-district-by-district-policy-breakdown/,Named ELA student-facing approved tool on board workshop / ClickOrlando list.,Osceola County Public Schools,
FL,Osceola County Public Schools,traditional_lea,1201470,classroom_genai,GenMusBot,GenMusBot,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2026-07-28,2026-09-14,https://osceola-schools.community.diligentoneplatform.com/document/cc819b61-956f-455f-9aba-1b60255b1383/|https://www.clickorlando.com/news/local/2026/08/13/ai-in-central-florida-classrooms-a-district-by-district-policy-breakdown/,Named arts student-facing approved tool on board workshop / ClickOrlando list.,Osceola County Public Schools,
FL,Hernando County Public Schools,traditional_lea,1200810,classroom_genai,OpenAI,ChatGPT,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2026-01-01,2026-09-14,https://files.smartsites.parentsquare.com/10061/ai_policy_guidance_framework.pdf,2026–27 AI Guidance Framework approved-tools table: ChatGPT listed for Staff.,Hernando County Public Schools,
FL,Hernando County Public Schools,traditional_lea,1200810,classroom_genai,Microsoft,Microsoft Copilot,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2026-01-01,2026-09-14,https://files.smartsites.parentsquare.com/10061/ai_policy_guidance_framework.pdf,Approved for students 9–12 and staff per AI Guidance Framework table.,Hernando County Public Schools,
FL,Hernando County Public Schools,traditional_lea,1200810,classroom_genai,Khan Academy,Khanmigo AI,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2026-01-01,2026-09-14,https://files.smartsites.parentsquare.com/10061/ai_policy_guidance_framework.pdf,Approved for students 6–12 and staff per AI Guidance Framework table.,Hernando County Public Schools,
FL,Hernando County Public Schools,traditional_lea,1200810,classroom_genai,Canva,Canva AI,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2026-01-01,2026-09-14,https://files.smartsites.parentsquare.com/10061/ai_policy_guidance_framework.pdf,Approved for students K–12 (supervised K–5) and staff per AI Guidance Framework table.,Hernando County Public Schools,
FL,Hillsborough County Public Schools,traditional_lea,1200870,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2026-02-01,2026-09-14,https://baynews9.com/fl/tampa/news/2026/06/17/hillsborough-county-teachers-spend-week-at-ai-summit,"Districtwide MagicSchool for teachers after pilot; AI Summit Jun 2026 (~1,000 educators); student rollout later.",Hillsborough County Public Schools,
FL,Pasco County Public Schools,traditional_lea,1201530,classroom_genai,Microsoft,Microsoft Copilot,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-12-01,2026-09-14,https://pineapplereport.com/pasco-schools-outline-ai-rules-before-unlocking-program-for-students/,HS students 13+ unlocked for Copilot (Dec 2025) with AI guidebook; staff already using.,Pasco County Public Schools,
FL,St. Johns County School District,traditional_lea,1201740,classroom_genai,MagicSchool,MagicSchool AI,pilot,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,pilot,2025-06-01,2026-09-14,https://www.stjohns.k12.fl.us/it/wp-content/uploads/sites/2/2025/07/Tech_Plan_2025-28_final.pdf,Tech Plan 2025–28: Magic School K–12 pilot 2025–26 for teachers and pilot students; AUP updated Jun 2025.,St. Johns County School District,
FL,St. Johns County School District,traditional_lea,1201740,classroom_genai,Microsoft,Microsoft Copilot,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2024-06-01,2026-09-14,https://www.stjohns.k12.fl.us/it/wp-content/uploads/sites/2/2025/07/Tech_Plan_2025-28_final.pdf,Tech Plan: teachers began using Microsoft Copilot; initial training summer/fall 2024.,St. Johns County School District,
FL,Lake County Public Schools,traditional_lea,1201050,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2026-08-01,2026-09-14,https://www.clickorlando.com/news/local/2026/08/13/ai-in-central-florida-classrooms-a-district-by-district-policy-breakdown/,District MIS/IT (ClickOrlando): shifting toward Google Gemini in Docs/Drive with privacy controls.,Lake County Public Schools,
FL,Lake County Public Schools,traditional_lea,1201050,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2024-06-01,2026-09-14,https://www.clickorlando.com/news/local/2026/08/13/ai-in-central-florida-classrooms-a-district-by-district-policy-breakdown/,Trained thousands of teachers on MagicSchool since summer 2024 (district statement).,Lake County Public Schools,
FL,Lake County Public Schools,traditional_lea,1201050,classroom_genai,MagicSchool,MagicStudent,multi_campus,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,pilot,2025-08-01,2026-09-14,https://www.clickorlando.com/news/local/2026/08/13/ai-in-central-florida-classrooms-a-district-by-district-policy-breakdown/,MagicStudent CTE pilot rooms with limited AI tools (Writing Feedback etc.).,Lake County Public Schools,
FL,Martin County Public Schools,traditional_lea,1201290,classroom_genai,Classroom Companion,Classroom Companion,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-08-01,2026-09-14,https://cbs12.com/news/local/martin-county-school-leaders-embrace-ai-to-enhance-education,Supt Maine / CBS12: K–12 using ~9 approved AI programs; Classroom Companion cited for writing feedback.,Martin County Public Schools,
FL,Martin County Public Schools,traditional_lea,1201290,classroom_genai,Microsoft,Microsoft Copilot,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-06-11,2026-09-14,https://www.martinschools.org/article/2266382,AI Teacher Leader Ambassadors highlighted Microsoft Copilot among championed tools.,Martin County Public Schools,
FL,Martin County Public Schools,traditional_lea,1201290,classroom_genai,Diffit,Diffit,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-06-11,2026-09-14,https://www.martinschools.org/article/2266382,AI Teacher Leader Ambassadors highlighted Diffit among championed classroom tools.,Martin County Public Schools,
FL,Martin County Public Schools,traditional_lea,1201290,classroom_genai,SchoolAI,SchoolAI,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-06-11,2026-09-14,https://www.martinschools.org/article/2266382,AI Teacher Leader Ambassadors highlighted SchoolAI among championed classroom tools.,Martin County Public Schools,
FL,Seminole County Public Schools,traditional_lea,1201710,classroom_genai,Microsoft,Microsoft Copilot Chat,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2026-01-20,2026-09-14,https://oviedocommunitynews.org/2026/01/21/seminole-county-public-schools-students-will-be-allowed-to-access-ai/|https://sdp.scps.k12.fl.us/Home/SchoolList?costCenterId=0801,"Only Google Gemini, NotebookLM, and Microsoft Copilot approved AI tools (SDP apps note; Oviedo Community News).",Seminole County Public Schools,
FL,Seminole County Public Schools,traditional_lea,1201710,classroom_genai,Google,Gemini Chat,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2026-01-20,2026-09-14,https://oviedocommunitynews.org/2026/01/21/seminole-county-public-schools-students-will-be-allowed-to-access-ai/|https://sdp.scps.k12.fl.us/Home/SchoolList?costCenterId=0801,One of three approved AI tools for students/teachers; ChatGPT blocked on district devices/network.,Seminole County Public Schools,
FL,Seminole County Public Schools,traditional_lea,1201710,classroom_genai,Google,NotebookLM,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2026-01-20,2026-09-14,https://oviedocommunitynews.org/2026/01/21/seminole-county-public-schools-students-will-be-allowed-to-access-ai/|https://sdp.scps.k12.fl.us/Home/SchoolList?costCenterId=0801,One of three approved AI tools; SDP: Magic School not for use because only Gemini/NotebookLM/Copilot approved.,Seminole County Public Schools,
FL,Duval County Public Schools,traditional_lea,1200480,classroom_genai,Microsoft,Microsoft Copilot,districtwide,,Educator/student generative-AI prompts and outputs in district-managed accounts,unknown,unknown,unknown,deployed,2025-01-01,2026-09-14,https://dcps.duvalschools.org/article/2066788,District AI Institute: staff Microsoft Copilot as ChatGPT-like thought partner with district credentials.,Duval County Public Schools,
GA,Atlanta Public Schools,traditional_lea,1300120,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.atlantapublicschools.us/about/departments/teaching-learning/instructional-technology/artificial-intelligence|https://resources.finalsite.net/images/v1759432658/atlantapublicschoolsus/qdm0sqstqho9xap4bads/BuyBackServicesGuide_Version100FINAL31025docx.pdf,Listed on APS AI Tools page for teachers/staff; MagicSchool Class of 2026 partner district.,Atlanta Public Schools,
GA,Atlanta Public Schools,traditional_lea,1300120,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.atlantapublicschools.us/about/departments/teaching-learning/instructional-technology/artificial-intelligence|https://resources.finalsite.net/images/v1759432658/atlantapublicschoolsus/qdm0sqstqho9xap4bads/BuyBackServicesGuide_Version100FINAL31025docx.pdf,Listed on APS AI Tools page (teacher assistant suite).,Atlanta Public Schools,
GA,Atlanta Public Schools,traditional_lea,1300120,classroom_genai,Google,NotebookLM,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.atlantapublicschools.us/about/departments/teaching-learning/instructional-technology/artificial-intelligence|https://resources.finalsite.net/images/v1759432658/atlantapublicschoolsus/qdm0sqstqho9xap4bads/BuyBackServicesGuide_Version100FINAL31025docx.pdf,Listed on APS AI Tools page.,Atlanta Public Schools,
GA,Atlanta Public Schools,traditional_lea,1300120,classroom_genai,Brisk Teaching,Brisk,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.atlantapublicschools.us/about/departments/teaching-learning/instructional-technology/artificial-intelligence|https://resources.finalsite.net/images/v1759432658/atlantapublicschoolsus/qdm0sqstqho9xap4bads/BuyBackServicesGuide_Version100FINAL31025docx.pdf,Listed on APS AI Tools page (Chrome/Edge extension).,Atlanta Public Schools,
GA,Atlanta Public Schools,traditional_lea,1300120,classroom_genai,Canva,Canva Magic Studio,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.atlantapublicschools.us/about/departments/teaching-learning/instructional-technology/artificial-intelligence|https://resources.finalsite.net/images/v1759432658/atlantapublicschoolsus/qdm0sqstqho9xap4bads/BuyBackServicesGuide_Version100FINAL31025docx.pdf,Listed on APS AI Tools page.,Atlanta Public Schools,
GA,Atlanta Public Schools,traditional_lea,1300120,classroom_genai,Adobe,Adobe Express AI / Firefly,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.atlantapublicschools.us/about/departments/teaching-learning/instructional-technology/artificial-intelligence|https://resources.finalsite.net/images/v1759432658/atlantapublicschoolsus/qdm0sqstqho9xap4bads/BuyBackServicesGuide_Version100FINAL31025docx.pdf,Listed on APS AI Tools page.,Atlanta Public Schools,
GA,Atlanta Public Schools,traditional_lea,1300120,classroom_genai,Microsoft,Microsoft Copilot,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.atlantapublicschools.us/about/departments/teaching-learning/instructional-technology/artificial-intelligence|https://resources.finalsite.net/images/v1759432658/atlantapublicschoolsus/qdm0sqstqho9xap4bads/BuyBackServicesGuide_Version100FINAL31025docx.pdf,Listed on APS AI Tools page (M365 enterprise data protection).,Atlanta Public Schools,
GA,Atlanta Public Schools,traditional_lea,1300120,classroom_genai,Kami,Kami AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.atlantapublicschools.us/about/departments/teaching-learning/instructional-technology/artificial-intelligence|https://resources.finalsite.net/images/v1759432658/atlantapublicschoolsus/qdm0sqstqho9xap4bads/BuyBackServicesGuide_Version100FINAL31025docx.pdf,Listed on APS AI Tools page (Understand Tools / Questions AI).,Atlanta Public Schools,
GA,Atlanta Public Schools,traditional_lea,1300120,classroom_genai,MagicSchool,MagicStudent,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.atlantapublicschools.us/about/departments/teaching-learning/instructional-technology/artificial-intelligence|https://resources.finalsite.net/images/v1759432658/atlantapublicschoolsus/qdm0sqstqho9xap4bads/BuyBackServicesGuide_Version100FINAL31025docx.pdf,Listed on APS AI Tools page (teacher-controlled student AI).,Atlanta Public Schools,
GA,Atlanta Public Schools,traditional_lea,1300120,classroom_genai,Diffit,Diffit,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.atlantapublicschools.us/about/departments/teaching-learning/instructional-technology/artificial-intelligence|https://resources.finalsite.net/images/v1759432658/atlantapublicschoolsus/qdm0sqstqho9xap4bads/BuyBackServicesGuide_Version100FINAL31025docx.pdf,Named in APS Buy Back Services Guide Educational AI Tools list.,Atlanta Public Schools,
GA,Atlanta Public Schools,traditional_lea,1300120,classroom_genai,Class Companion,Class Companion,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.atlantapublicschools.us/about/departments/teaching-learning/instructional-technology/artificial-intelligence|https://resources.finalsite.net/images/v1759432658/atlantapublicschoolsus/qdm0sqstqho9xap4bads/BuyBackServicesGuide_Version100FINAL31025docx.pdf,Named in APS Buy Back Services Guide Educational AI Tools list.,Atlanta Public Schools,
GA,Fulton County Schools,traditional_lea,1302280,classroom_genai,SchoolAI,SchoolAI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.edtechdigest.com/2025/12/11/what-it-really-takes-to-implement-ai-in-a-large-district/|https://www.fultonneighbor.com/news/ai-training-career-paths-added-in-fulton-county-schools/article_6aa05fe8-33b2-473f-9275-8c30e650ab88.html|https://www.govtech.com/education/k-12/ai-brings-new-options-calculated-risks-to-georgia-classrooms,EdTech Digest: 95+ schools on SchoolAI; GovTech cites ~$265k annual / 90k licenses; CAO Gaskins Aug 2025 board intro.,Fulton County Schools,
GA,Fulton County Schools,traditional_lea,1302280,classroom_genai,OpenAI,ChatGPT for Education / ChatGPT Edu,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.ajc.com/education/2025/12/ai-is-essential-to-helping-our-teachers-plan-for-success/,AJC opinion by CIO Joe Phillips: OpenAI ChatGPT built for schools — staff districtwide access beginning January (pilot/rollout).,Fulton County Schools,
GA,Fulton County Schools,traditional_lea,1302280,classroom_genai,Microsoft,Microsoft 365 Copilot Chat,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.microsoft.com/en-us/education/blog/2025/08/how-fulton-county-schools-use-copilot-chat-to-empower-student-innovation/,Microsoft Education blog: Copilot Chat for students 13+ with enterprise data protection.,Fulton County Schools,
GA,Gwinnett County Public Schools,traditional_lea,1302550,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://edtechmagazine.com/k12/article/2025/04/how-schools-are-blazing-trail-ai-k-12|https://www.edutopia.org/article/how-forward-thinking-schools-are-shaping-the-future-of-ai-in-education/,Named in EdTech Mag (privacy-approved) and Edutopia (district focus trio).,Gwinnett County Public Schools,
GA,Gwinnett County Public Schools,traditional_lea,1302550,classroom_genai,Microsoft,Microsoft Copilot,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://edtechmagazine.com/k12/article/2025/04/how-schools-are-blazing-trail-ai-k-12|https://www.edutopia.org/article/how-forward-thinking-schools-are-shaping-the-future-of-ai-in-education/,Named in EdTech Mag approved set and Edutopia focus trio.,Gwinnett County Public Schools,
GA,Gwinnett County Public Schools,traditional_lea,1302550,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://edtechmagazine.com/k12/article/2025/04/how-schools-are-blazing-trail-ai-k-12|https://www.edutopia.org/article/how-forward-thinking-schools-are-shaping-the-future-of-ai-in-education/,Named in Edutopia as one of three focused GCPS tools.,Gwinnett County Public Schools,
GA,Gwinnett County Public Schools,traditional_lea,1302550,classroom_genai,Diffit,Diffit,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://edtechmagazine.com/k12/article/2025/04/how-schools-are-blazing-trail-ai-k-12|https://www.edutopia.org/article/how-forward-thinking-schools-are-shaping-the-future-of-ai-in-education/,Named in EdTech Mag Apr 2025 as data-privacy approved AI tool.,Gwinnett County Public Schools,
GA,Gwinnett County Public Schools,traditional_lea,1302550,classroom_genai,Curipod,Curipod,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://edtechmagazine.com/k12/article/2025/04/how-schools-are-blazing-trail-ai-k-12|https://www.edutopia.org/article/how-forward-thinking-schools-are-shaping-the-future-of-ai-in-education/,Named in EdTech Mag Apr 2025 as data-privacy approved AI tool.,Gwinnett County Public Schools,
GA,DeKalb County School District,traditional_lea,1301740,classroom_genai,Microsoft,Microsoft Copilot,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.decaturish.com/schools/school-districts-cautiously-approach-ai-in-the-classroom/article_c6d4cdfb-3b1d-4250-a873-4363acc20d17.html,Decaturish Mar 2026: DeKalb planned GenAI use via workplace Copilot (+ Gemini).,DeKalb County School District,
GA,DeKalb County School District,traditional_lea,1301740,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.decaturish.com/schools/school-districts-cautiously-approach-ai-in-the-classroom/article_c6d4cdfb-3b1d-4250-a873-4363acc20d17.html|https://its.dekalb.k12.ga.us/AIforStudents.aspx,Workplace Gemini planned; Gemini AI Certification Program for MS/HS students (ITS page; release Sep 21 2026).,DeKalb County School District,
GA,City Schools of Decatur,traditional_lea,1301680,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.decaturish.com/schools/school-districts-cautiously-approach-ai-in-the-classroom/article_c6d4cdfb-3b1d-4250-a873-4363acc20d17.html,Decaturish: CSD GenAI use via Google Gemini workplace domain; ChatGPT blocked.,City Schools of Decatur,
GA,Marietta City Schools,traditional_lea,1303510,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.wsbtv.com/news/local/cobb-county/marietta-city-schools-adopt-new-guidelines-screen-time-artificial-intelligence/T5TFUQAWMZHO5DVTH2CENMALSE/,WSB: district implementing MagicSchool safeguards; Rivera cites patrols vs open ChatGPT. K–5 AI banned per prior resolution notes.,Marietta City Schools,
GA,Bulloch County Schools,traditional_lea,1300630,classroom_genai,Google,Gemini,multi_campus,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.bulloch.k12.ga.us/learning-services/learning-resources/generative-artificial-intelligence/bulloch-schools-launch-generative-ai-for-high-school-studenst,District launch: HS GenAI limited to Gemini + NotebookLM in Google walled garden.,Bulloch County Schools,
GA,Bulloch County Schools,traditional_lea,1300630,classroom_genai,Google,NotebookLM,multi_campus,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.bulloch.k12.ga.us/learning-services/learning-resources/generative-artificial-intelligence/bulloch-schools-launch-generative-ai-for-high-school-studenst,District launch: HS GenAI limited to Gemini + NotebookLM.,Bulloch County Schools,
GA,Elbert County School District,traditional_lea,1302010,classroom_genai,SchoolAI,SchoolAI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.elbert.k12.ga.us/fs/resource-manager/view/d76e62fe-3c87-49d9-9edc-7a2ce869aa4d|https://www.elbert.k12.ga.us/departments/technology-department/ecsd-ai-guidance,GenAI Guidance Framework §5: SchoolAI primary approved GenAI platform for 2026–27 implementation.,Elbert County School District,
GA,Jackson County School System,traditional_lea,1302940,classroom_genai,SchoolAI,SchoolAI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://files.smartsites.parentsquare.com/12571/aistatementandinfoforwebsite.pdf|https://www.jacksonschoolsga.org/artificial-intelligence,District AI statement: SchoolAI introduced 2025–26 as teacher-guided safe platform for students.,Jackson County School System,
GA,Richmond County School System,traditional_lea,1304380,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://resources.finalsite.net/images/v1779978991/rcboeorg/pqvosf1ejwbeditkyyrg/RCSSGuidingPrinciplesandProceduresforAI2026to2027.pdf|https://www.rcboe.org/staff-departments/professional-learning/digital-learning/ai-guiding-principles-procedures,SY26-27 Guiding Principles: MagicSchool only generative AI text tool students should use (with teacher permission); staff Magicschool.ai with district login.,Richmond County School System,
GA,Richmond County School System,traditional_lea,1304380,classroom_genai,Microsoft,Microsoft Copilot,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://resources.finalsite.net/images/v1779978991/rcboeorg/pqvosf1ejwbeditkyyrg/RCSSGuidingPrinciplesandProceduresforAI2026to2027.pdf|https://www.rcboe.org/staff-departments/professional-learning/digital-learning/ai-guiding-principles-procedures,SY26-27: only LLMs approved for staff = Copilot and MagicSchool; ChatGPT/Gemini not permitted.,Richmond County School System,
GA,Richmond County School System,traditional_lea,1304380,classroom_genai,Canva,Canva AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://resources.finalsite.net/images/v1779978991/rcboeorg/pqvosf1ejwbeditkyyrg/RCSSGuidingPrinciplesandProceduresforAI2026to2027.pdf|https://www.rcboe.org/staff-departments/professional-learning/digital-learning/ai-guiding-principles-procedures,"SY26-27: approved multimedia GenAI platforms include Copilot, MagicSchool, or Canva.",Richmond County School System,
GA,Ben Hill County Schools,traditional_lea,1300360,ai_tutoring_platform,Amira Learning,Amira Solara,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.ben-hill.k12.ga.us/school-specific-resources/artificial-intelligence,Named on Ben Hill District Approved AI Tools page.,Ben Hill County Schools,
GA,Ben Hill County Schools,traditional_lea,1300360,classroom_genai,Canva,Canva AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.ben-hill.k12.ga.us/school-specific-resources/artificial-intelligence,Named on Ben Hill District Approved AI Tools page.,Ben Hill County Schools,
GA,Ben Hill County Schools,traditional_lea,1300360,classroom_genai,Diffit,Diffit,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.ben-hill.k12.ga.us/school-specific-resources/artificial-intelligence,Named on Ben Hill District Approved AI Tools page.,Ben Hill County Schools,
GA,Ben Hill County Schools,traditional_lea,1300360,classroom_genai,Newsela,Formative by Newsela,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.ben-hill.k12.ga.us/school-specific-resources/artificial-intelligence,Named on Ben Hill District Approved AI Tools page.,Ben Hill County Schools,
GA,Ben Hill County Schools,traditional_lea,1300360,classroom_genai,Google,Gemini,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.ben-hill.k12.ga.us/school-specific-resources/artificial-intelligence,Named on Ben Hill District Approved AI Tools page.,Ben Hill County Schools,
GA,Ben Hill County Schools,traditional_lea,1300360,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.ben-hill.k12.ga.us/school-specific-resources/artificial-intelligence,Named on Ben Hill District Approved AI Tools page.,Ben Hill County Schools,
GA,Ben Hill County Schools,traditional_lea,1300360,classroom_genai,Project Read,Project Read,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.ben-hill.k12.ga.us/school-specific-resources/artificial-intelligence,Named on Ben Hill District Approved AI Tools page.,Ben Hill County Schools,
GA,Ben Hill County Schools,traditional_lea,1300360,classroom_genai,PowerSchool,Schoology Powerbuddy,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.ben-hill.k12.ga.us/school-specific-resources/artificial-intelligence,Named on Ben Hill District Approved AI Tools page.,Ben Hill County Schools,
GA,Clayton County Public Schools,traditional_lea,1301230,ai_tutoring_platform,Amira Learning,Amira,districtwide,,"Student oral reading audio, fluency/accuracy assessment, tutoring interventions",yes,unknown,unknown,deployed,,2026-09-14,https://www.clayton.k12.ga.us/resources/community/district-news/whats-happening/~board/clayton-county-public-schools-news/post/clayton-county-public-schools-encourages-summer-reading-with-amiraover-5-million-minutes-already-read|https://amiralearning.com/growth-stories/clayton-county,District AI reading tutor K–5; summer reading continuation; Amira impact story.,Clayton County Public Schools,
GA,Dougherty County Schools,traditional_lea,1301830,classroom_genai,MagicSchool,MagicSchool AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.docoschools.org/page/instructional-innovation,Named on Instructional Innovation page as adopted AI platforms.,Dougherty County Schools,
GA,Dougherty County Schools,traditional_lea,1301830,classroom_genai,Eduaide,Eduaide,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.docoschools.org/page/instructional-innovation,Named on Instructional Innovation page as adopted AI platforms.,Dougherty County Schools,
GA,Dougherty County Schools,traditional_lea,1301830,classroom_genai,Diffit,Diffit AI,districtwide,,Educator/student generative-AI prompts and outputs (per vendor/district terms),unknown,unknown,unknown,deployed,,2026-09-14,https://www.docoschools.org/page/instructional-innovation,Named on Instructional Innovation page as adopted AI platforms.,Dougherty County Schools,
